"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"26/04/2020","Dept_85",1013,1130,919,1032,1019,1154
"27/04/2020","Dept_85",1030,1150,933,1047,1031,1171
"01/03/2020","Dept_86",19,21,8,10,11,16
"02/03/2020","Dept_86",28,33,23,28,26,33
"03/03/2020","Dept_86",37,42,38,46,42,51
"04/03/2020","Dept_86",56,62,51,61,56,66
"05/03/2020","Dept_86",70,78,66,79,67,78
"06/03/2020","Dept_86",83,93,80,94,78,90
"07/03/2020","Dept_86",96,107,95,111,95,108
"08/03/2020","Dept_86",103,116,110,127,114,128
"09/03/2020","Dept_86",114,130,127,145,129,144
"10/03/2020","Dept_86",124,141,136,156,148,165
"11/03/2020","Dept_86",143,162,146,167,155,175
"12/03/2020","Dept_86",157,178,153,175,164,184
"13/03/2020","Dept_86",172,193,164,187,175,197
"14/03/2020","Dept_86",180,201,174,199,188,210
"15/03/2020","Dept_86",192,214,182,207,200,222
"16/03/2020","Dept_86",208,233,194,220,213,236
"17/03/2020","Dept_86",219,245,205,234,228,254
"18/03/2020","Dept_86",234,260,221,250,240,268
"19/03/2020","Dept_86",246,274,237,266,255,284
"20/03/2020","Dept_86",259,288,245,275,267,300
"21/03/2020","Dept_86",273,304,260,291,282,316
"22/03/2020","Dept_86",284,316,277,309,290,326
"23/03/2020","Dept_86",293,328,291,324,310,347
"24/03/2020","Dept_86",305,342,299,333,323,364
"25/03/2020","Dept_86",319,359,310,345,334,377
"26/03/2020","Dept_86",336,376,319,356,347,393
"27/03/2020","Dept_86",354,396,331,369,363,411
"28/03/2020","Dept_86",367,412,347,386,379,430
"29/03/2020","Dept_86",378,424,366,405,391,442
"30/03/2020","Dept_86",389,439,380,420,401,453
"31/03/2020","Dept_86",412,466,391,435,414,467
"01/04/2020","Dept_86",426,484,403,449,423,479
"02/04/2020","Dept_86",433,492,414,460,433,491
"03/04/2020","Dept_86",445,508,429,475,445,504
"04/04/2020","Dept_86",452,518,439,485,455,514
"05/04/2020","Dept_86",467,534,454,500,478,538
"06/04/2020","Dept_86",481,549,463,512,488,548
"07/04/2020","Dept_86",490,560,472,524,502,563
"08/04/2020","Dept_86",504,576,486,538,511,573
"09/04/2020","Dept_86",511,585,499,553,522,585
"10/04/2020","Dept_86",519,594,507,564,536,602
"11/04/2020","Dept_86",529,605,522,579,552,622
"12/04/2020","Dept_86",541,618,533,591,566,643
"13/04/2020","Dept_86",552,631,549,607,580,657
"14/04/2020","Dept_86",565,645,558,617,602,681
"15/04/2020","Dept_86",580,660,571,630,615,695
"16/04/2020","Dept_86",591,673,582,642,633,713
"17/04/2020","Dept_86",601,685,594,656,644,726
"18/04/2020","Dept_86",608,692,607,673,656,740
"19/04/2020","Dept_86",617,702,621,689,667,754
"20/04/2020","Dept_86",631,716,633,702,685,773
"21/04/2020","Dept_86",636,721,648,717,693,783
"22/04/2020","Dept_86",639,725,665,736,702,792
"23/04/2020","Dept_86",648,737,675,747,712,803
"24/04/2020","Dept_86",658,748,686,759,720,814
"25/04/2020","Dept_86",668,759,695,768,736,832
"26/04/2020","Dept_86",676,767,707,781,745,842
"27/04/2020","Dept_86",679,771,722,798,760,861
"01/03/2020","Dept_87",10,11,9,10,14,16
"02/03/2020","Dept_87",21,27,23,25,33,39
"03/03/2020","Dept_87",31,38,38,40,53,61
"04/03/2020","Dept_87",42,52,50,53,65,74
"05/03/2020","Dept_87",56,66,57,62,82,91
"06/03/2020","Dept_87",67,77,64,71,100,111
"07/03/2020","Dept_87",79,90,78,86,109,121
"08/03/2020","Dept_87",89,101,93,104,119,132
"09/03/2020","Dept_87",99,114,103,116,141,157
"10/03/2020","Dept_87",115,131,115,128,155,173
"11/03/2020","Dept_87",124,143,124,138,162,182
"12/03/2020","Dept_87",132,152,137,152,172,193
"13/03/2020","Dept_87",136,158,147,163,187,208
"14/03/2020","Dept_87",145,168,158,179,203,224
"15/03/2020","Dept_87",156,181,167,191,209,232
"16/03/2020","Dept_87",164,192,176,202,217,241
"17/03/2020","Dept_87",180,211,187,214,228,256
"18/03/2020","Dept_87",187,219,202,231,238,267
"19/03/2020","Dept_87",196,230,213,244,246,278
"20/03/2020","Dept_87",206,241,229,262,261,295
"21/03/2020","Dept_87",216,254,244,278,275,312
"22/03/2020","Dept_87",225,265,257,294,292,329
"23/03/2020","Dept_87",233,276,265,304,306,344
"24/03/2020","Dept_87",244,287,281,321,316,356
"25/03/2020","Dept_87",253,301,288,328,328,369
"26/03/2020","Dept_87",269,320,298,340,339,384
"27/03/2020","Dept_87",276,331,306,348,355,402
"28/03/2020","Dept_87",297,354,320,363,369,417
"29/03/2020","Dept_87",307,365,331,375,379,429
"30/03/2020","Dept_87",320,378,344,390,393,444
"31/03/2020","Dept_87",332,391,357,406,404,456
"01/04/2020","Dept_87",339,403,374,424,413,465
"02/04/2020","Dept_87",354,419,382,434,426,478
"03/04/2020","Dept_87",363,429,397,451,432,485
"04/04/2020","Dept_87",381,450,407,462,442,496
"05/04/2020","Dept_87",388,459,422,478,457,511
"06/04/2020","Dept_87",403,481,431,491,469,525
"07/04/2020","Dept_87",413,495,445,506,481,541
"08/04/2020","Dept_87",421,505,451,512,488,550
"09/04/2020","Dept_87",431,518,464,526,502,565
"10/04/2020","Dept_87",449,539,476,538,514,579
"11/04/2020","Dept_87",459,551,481,546,529,597
"12/04/2020","Dept_87",469,562,493,563,551,619
"13/04/2020","Dept_87",479,573,507,578,559,630
"14/04/2020","Dept_87",487,586,513,586,574,645
"15/04/2020","Dept_87",496,596,525,598,582,654
"16/04/2020","Dept_87",513,614,540,615,592,665
"17/04/2020","Dept_87",529,634,550,626,601,676
"18/04/2020","Dept_87",536,642,563,641,608,684
"19/04/2020","Dept_87",548,656,571,650,616,696
"20/04/2020","Dept_87",555,664,584,667,630,714
"21/04/2020","Dept_87",564,675,594,678,643,727
"22/04/2020","Dept_87",573,686,602,689,650,736
"23/04/2020","Dept_87",583,698,612,699,661,751
"24/04/2020","Dept_87",589,704,629,720,673,765
"25/04/2020","Dept_87",602,717,640,735,682,775
"26/04/2020","Dept_87",614,731,649,744,697,791
"27/04/2020","Dept_87",619,737,663,759,708,804
"01/03/2020","Dept_88",15,16,10,12,9,12
"02/03/2020","Dept_88",23,25,22,27,20,24
"03/03/2020","Dept_88",35,41,34,40,37,48
"04/03/2020","Dept_88",43,50,41,48,52,71
"05/03/2020","Dept_88",49,58,56,63,69,92
"06/03/2020","Dept_88",60,72,62,69,86,111
"07/03/2020","Dept_88",71,88,75,82,103,130
"08/03/2020","Dept_88",84,104,86,93,120,152
"09/03/2020","Dept_88",95,116,95,105,131,168
"10/03/2020","Dept_88",108,131,105,115,148,192
"11/03/2020","Dept_88",121,148,115,126,165,213
"12/03/2020","Dept_88",132,160,122,134,179,229
"13/03/2020","Dept_88",147,176,138,152,198,255
"14/03/2020","Dept_88",161,191,148,163,211,271
"15/03/2020","Dept_88",180,216,158,179,228,292
"16/03/2020","Dept_88",190,229,164,189,244,309
"17/03/2020","Dept_88",205,247,172,198,256,324
"18/03/2020","Dept_88",218,266,180,208,266,338
"19/03/2020","Dept_88",238,289,192,223,276,349
"20/03/2020","Dept_88",258,312,202,235,292,365
"21/03/2020","Dept_88",276,334,209,244,308,385
"22/03/2020","Dept_88",303,363,222,259,316,397
"23/03/2020","Dept_88",315,377,228,266,330,413
"24/03/2020","Dept_88",335,401,246,285,343,430
"25/03/2020","Dept_88",360,429,258,299,354,443
"26/03/2020","Dept_88",383,456,263,304,362,451
"27/03/2020","Dept_88",407,480,274,317,368,461
"28/03/2020","Dept_88",429,507,280,326,381,476
"29/03/2020","Dept_88",460,540,287,336,386,486
"30/03/2020","Dept_88",480,561,297,349,398,498
"31/03/2020","Dept_88",500,587,308,361,407,509
"01/04/2020","Dept_88",522,611,313,367,415,519
"02/04/2020","Dept_88",541,631,324,380,423,528
"03/04/2020","Dept_88",568,660,333,391,428,539
"04/04/2020","Dept_88",586,679,337,397,438,552
"05/04/2020","Dept_88",616,716,344,405,448,565
"06/04/2020","Dept_88",635,736,353,415,460,579
"07/04/2020","Dept_88",653,754,360,422,470,590
"08/04/2020","Dept_88",680,788,364,429,481,604
"09/04/2020","Dept_88",700,808,370,435,502,628
"10/04/2020","Dept_88",716,826,377,446,506,634
"11/04/2020","Dept_88",734,849,388,459,518,649
"12/04/2020","Dept_88",754,872,391,462,530,662
"13/04/2020","Dept_88",774,894,397,469,539,673
"14/04/2020","Dept_88",788,913,408,480,544,681
"15/04/2020","Dept_88",804,934,412,486,549,689
"16/04/2020","Dept_88",822,953,416,490,556,696
"17/04/2020","Dept_88",837,973,420,495,570,713
"18/04/2020","Dept_88",849,987,425,502,574,719
"19/04/2020","Dept_88",863,1002,429,508,585,731
"20/04/2020","Dept_88",878,1020,440,519,593,740
"21/04/2020","Dept_88",892,1036,444,525,599,748
"22/04/2020","Dept_88",900,1049,453,535,615,767
"23/04/2020","Dept_88",915,1064,463,549,622,777
"24/04/2020","Dept_88",930,1080,472,562,635,790
"25/04/2020","Dept_88",939,1093,485,578,646,803
"26/04/2020","Dept_88",951,1106,495,589,656,816
"27/04/2020","Dept_88",963,1120,501,596,665,827
"01/03/2020","Dept_89",15,16,11,13,8,9
"02/03/2020","Dept_89",25,27,20,25,21,22
"03/03/2020","Dept_89",36,38,32,41,35,37
"04/03/2020","Dept_89",46,49,45,59,45,47
"05/03/2020","Dept_89",53,57,56,72,59,61
"06/03/2020","Dept_89",64,72,61,80,70,74
"07/03/2020","Dept_89",73,84,70,91,82,91
"08/03/2020","Dept_89",83,96,83,104,94,104
"09/03/2020","Dept_89",90,104,90,113,107,120
"10/03/2020","Dept_89",98,112,103,127,118,132
"11/03/2020","Dept_89",106,120,114,141,131,147
"12/03/2020","Dept_89",118,133,120,148,145,164
"13/03/2020","Dept_89",133,148,133,164,155,176
"14/03/2020","Dept_89",142,159,146,177,166,189
"15/03/2020","Dept_89",151,168,157,189,172,198
"16/03/2020","Dept_89",161,181,165,198,188,216
"17/03/2020","Dept_89",171,192,175,211,201,233
"18/03/2020","Dept_89",180,201,187,228,212,247
"19/03/2020","Dept_89",195,216,193,236,222,261
"20/03/2020","Dept_89",206,229,203,248,234,273
"21/03/2020","Dept_89",219,242,215,260,240,281
"22/03/2020","Dept_89",234,260,221,268,250,292
"23/03/2020","Dept_89",242,270,233,285,260,303
"24/03/2020","Dept_89",253,282,246,301,272,316
"25/03/2020","Dept_89",264,294,259,315,280,324
"26/03/2020","Dept_89",281,315,267,326,289,337
"27/03/2020","Dept_89",291,325,274,336,298,349
"28/03/2020","Dept_89",306,343,290,352,309,361
"29/03/2020","Dept_89",315,357,299,363,317,372
"30/03/2020","Dept_89",323,369,310,375,331,390
"31/03/2020","Dept_89",336,386,326,394,339,399
"01/04/2020","Dept_89",345,399,333,402,347,407
"02/04/2020","Dept_89",354,409,346,416,353,413
"03/04/2020","Dept_89",369,425,357,428,367,429
"04/04/2020","Dept_89",387,446,370,441,377,441
"05/04/2020","Dept_89",397,459,384,458,389,458
"06/04/2020","Dept_89",413,481,395,471,401,476
"07/04/2020","Dept_89",425,496,400,477,415,494
"08/04/2020","Dept_89",440,515,413,493,424,504
"09/04/2020","Dept_89",456,534,420,500,435,516
"10/04/2020","Dept_89",466,546,434,516,445,530
"11/04/2020","Dept_89",478,560,443,527,452,537
"12/04/2020","Dept_89",488,572,450,536,460,547
"13/04/2020","Dept_89",498,585,460,549,472,561
"14/04/2020","Dept_89",510,601,472,562,480,570
"15/04/2020","Dept_89",518,612,479,569,483,577
"16/04/2020","Dept_89",534,630,484,575,496,595
"17/04/2020","Dept_89",545,641,495,589,508,612
"18/04/2020","Dept_89",555,651,503,597,520,626
"19/04/2020","Dept_89",567,665,509,605,533,639
"20/04/2020","Dept_89",573,672,518,616,546,654
"21/04/2020","Dept_89",581,682,532,630,557,666
"22/04/2020","Dept_89",593,695,543,645,562,674
"23/04/2020","Dept_89",600,703,547,651,572,685
"24/04/2020","Dept_89",607,710,557,665,580,694
"25/04/2020","Dept_89",611,714,567,675,587,705
"26/04/2020","Dept_89",620,723,571,681,596,715
"27/04/2020","Dept_89",633,736,583,693,602,721
"01/03/2020","Dept_90",4,4,6,6,3,3
"02/03/2020","Dept_90",7,7,11,11,10,11
"03/03/2020","Dept_90",16,18,15,15,18,19
"04/03/2020","Dept_90",21,24,22,22,24,25
"05/03/2020","Dept_90",24,28,29,30,29,30
"06/03/2020","Dept_90",29,35,39,40,36,38
"07/03/2020","Dept_90",37,43,47,48,49,51
"08/03/2020","Dept_90",42,48,56,57,53,55
"09/03/2020","Dept_90",46,52,65,66,61,63
"10/03/2020","Dept_90",52,58,72,73,69,71
"11/03/2020","Dept_90",61,67,76,79,83,86
"12/03/2020","Dept_90",66,73,83,87,88,91
"13/03/2020","Dept_90",73,80,88,92,93,96
"14/03/2020","Dept_90",83,90,95,99,97,101
"15/03/2020","Dept_90",87,94,103,107,104,108
"16/03/2020","Dept_90",94,102,115,120,108,112
"17/03/2020","Dept_90",102,110,123,128,114,118
"18/03/2020","Dept_90",115,123,131,136,119,123
"19/03/2020","Dept_90",125,133,134,139,125,129
"20/03/2020","Dept_90",135,143,143,149,131,136
"21/03/2020","Dept_90",147,155,148,154,135,140
"22/03/2020","Dept_90",158,166,154,160,141,147
"23/03/2020","Dept_90",166,175,156,162,146,152
"24/03/2020","Dept_90",173,182,165,172,150,159
"25/03/2020","Dept_90",185,195,170,177,156,166
"26/03/2020","Dept_90",197,207,179,186,164,176
"27/03/2020","Dept_90",213,223,183,191,173,185
"28/03/2020","Dept_90",227,237,190,198,179,193
"29/03/2020","Dept_90",241,251,195,205,186,200
"30/03/2020","Dept_90",254,266,204,214,189,203
"31/03/2020","Dept_90",269,281,207,217,197,211
"01/04/2020","Dept_90",281,293,213,225,206,221
"02/04/2020","Dept_90",297,310,217,230,216,232
"03/04/2020","Dept_90",305,319,227,240,225,241
"04/04/2020","Dept_90",315,329,233,246,233,249
"05/04/2020","Dept_90",323,338,236,249,236,252
"06/04/2020","Dept_90",342,358,239,252,241,257
"07/04/2020","Dept_90",357,373,242,256,248,264
"08/04/2020","Dept_90",367,384,252,267,254,271
"09/04/2020","Dept_90",374,391,258,273,259,276
"10/04/2020","Dept_90",387,405,267,282,266,283
"11/04/2020","Dept_90",400,419,273,288,275,292
"12/04/2020","Dept_90",412,431,280,295,281,298
"13/04/2020","Dept_90",417,438,283,298,287,304
"14/04/2020","Dept_90",426,448,289,304,291,308
"15/04/2020","Dept_90",436,458,295,311,295,312
"16/04/2020","Dept_90",445,467,301,318,298,315
"17/04/2020","Dept_90",451,473,308,325,301,318
"18/04/2020","Dept_90",454,476,312,330,309,326
"19/04/2020","Dept_90",461,483,318,336,316,333
"20/04/2020","Dept_90",469,492,322,341,319,337
"21/04/2020","Dept_90",474,497,327,346,322,341
"22/04/2020","Dept_90",484,507,332,351,334,353
"23/04/2020","Dept_90",491,514,337,356,339,359
"24/04/2020","Dept_90",496,519,346,365,343,363
"25/04/2020","Dept_90",502,525,352,372,347,367
"26/04/2020","Dept_90",510,533,358,379,350,370
"27/04/2020","Dept_90",515,538,367,389,352,373
"01/03/2020","Dept_91",20,20,25,25,31,31
"02/03/2020","Dept_91",46,46,46,46,65,65
"03/03/2020","Dept_91",62,64,69,72,82,82
"04/03/2020","Dept_91",74,76,101,105,116,117
"05/03/2020","Dept_91",100,103,128,132,140,141
"06/03/2020","Dept_91",114,117,146,150,161,162
"07/03/2020","Dept_91",133,136,170,174,189,190
"08/03/2020","Dept_91",151,154,183,187,223,224
"09/03/2020","Dept_91",175,178,206,211,248,249
"10/03/2020","Dept_91",196,199,221,226,274,275
"11/03/2020","Dept_91",226,229,247,252,289,291
"12/03/2020","Dept_91",240,243,267,272,318,320
"13/03/2020","Dept_91",263,266,284,289,337,340
"14/03/2020","Dept_91",279,282,303,309,363,367
"15/03/2020","Dept_91",302,305,318,324,381,385
"16/03/2020","Dept_91",336,339,338,344,399,405
"17/03/2020","Dept_91",367,371,356,363,416,423
"18/03/2020","Dept_91",392,396,378,385,433,440
"19/03/2020","Dept_91",419,423,402,409,451,458
"20/03/2020","Dept_91",443,447,425,432,477,484
"21/03/2020","Dept_91",467,471,443,450,504,511
"22/03/2020","Dept_91",494,499,455,462,529,537
"23/03/2020","Dept_91",517,523,474,481,557,565
"24/03/2020","Dept_91",563,569,492,499,582,590
"25/03/2020","Dept_91",587,593,519,526,601,609
"26/03/2020","Dept_91",632,639,536,544,618,627
"27/03/2020","Dept_91",672,680,559,568,645,655
"28/03/2020","Dept_91",720,728,577,587,664,674
"29/03/2020","Dept_91",774,782,594,604,689,700
"30/03/2020","Dept_91",822,833,608,618,705,717
"31/03/2020","Dept_91",877,889,620,631,732,746
"01/04/2020","Dept_91",933,947,645,656,753,767
"02/04/2020","Dept_91",991,1005,664,675,771,785
"03/04/2020","Dept_91",1064,1079,691,702,792,806
"04/04/2020","Dept_91",1123,1139,708,719,813,827
"05/04/2020","Dept_91",1183,1201,725,736,830,844
"06/04/2020","Dept_91",1243,1263,745,756,852,867
"07/04/2020","Dept_91",1305,1326,764,775,875,890
"08/04/2020","Dept_91",1377,1399,784,795,902,917
"09/04/2020","Dept_91",1441,1464,793,804,923,938
"10/04/2020","Dept_91",1491,1516,807,818,956,971
"11/04/2020","Dept_91",1558,1585,821,832,974,989
"12/04/2020","Dept_91",1605,1634,839,850,997,1012
"13/04/2020","Dept_91",1660,1692,864,875,1030,1046
"14/04/2020","Dept_91",1716,1748,888,899,1047,1063
"15/04/2020","Dept_91",1766,1798,910,922,1068,1085
"16/04/2020","Dept_91",1809,1842,925,939,1095,1112
"17/04/2020","Dept_91",1844,1881,939,953,1117,1134
"18/04/2020","Dept_91",1888,1927,957,971,1141,1160
"19/04/2020","Dept_91",1928,1969,978,992,1162,1181
"20/04/2020","Dept_91",1981,2022,995,1009,1189,1209
"21/04/2020","Dept_91",2015,2056,1012,1026,1206,1227
"22/04/2020","Dept_91",2044,2085,1035,1049,1229,1250
"23/04/2020","Dept_91",2067,2109,1061,1075,1246,1268
"24/04/2020","Dept_91",2092,2134,1081,1095,1262,1284
"25/04/2020","Dept_91",2117,2159,1098,1112,1276,1298
"26/04/2020","Dept_91",2143,2185,1119,1133,1302,1324
"27/04/2020","Dept_91",2164,2206,1135,1149,1320,1342
"01/03/2020","Dept_92",26,26,16,16,34,34
"02/03/2020","Dept_92",60,60,39,39,68,68
"03/03/2020","Dept_92",85,85,60,60,104,104
"04/03/2020","Dept_92",131,131,102,102,136,136
"05/03/2020","Dept_92",155,155,140,140,168,168
"06/03/2020","Dept_92",186,186,167,167,203,203
"07/03/2020","Dept_92",211,211,198,198,247,247
"08/03/2020","Dept_92",238,238,224,224,287,287
"09/03/2020","Dept_92",267,267,261,261,324,324
"10/03/2020","Dept_92",293,293,279,279,364,364
"11/03/2020","Dept_92",326,326,302,302,402,402
"12/03/2020","Dept_92",356,356,332,332,428,428
"13/03/2020","Dept_92",383,383,373,373,475,475
"14/03/2020","Dept_92",410,410,398,398,514,514
"15/03/2020","Dept_92",447,447,431,431,546,546
"16/03/2020","Dept_92",476,476,454,454,586,586
"17/03/2020","Dept_92",515,515,489,489,609,609
"18/03/2020","Dept_92",552,552,515,515,636,636
"19/03/2020","Dept_92",608,608,536,536,658,658
"20/03/2020","Dept_92",658,658,561,561,693,693
"21/03/2020","Dept_92",694,694,587,587,724,724
"22/03/2020","Dept_92",733,733,608,608,756,756
"23/03/2020","Dept_92",797,797,633,633,787,787
"24/03/2020","Dept_92",845,845,664,664,812,812
"25/03/2020","Dept_92",903,903,690,690,847,847
"26/03/2020","Dept_92",976,976,714,714,884,884
"27/03/2020","Dept_92",1054,1054,745,745,910,910
"28/03/2020","Dept_92",1143,1143,769,769,954,954
"29/03/2020","Dept_92",1221,1221,799,799,981,981
"30/03/2020","Dept_92",1298,1298,820,820,1003,1003
"31/03/2020","Dept_92",1406,1406,840,840,1031,1031
"01/04/2020","Dept_92",1532,1532,861,861,1062,1062
"02/04/2020","Dept_92",1644,1644,888,888,1089,1089
"03/04/2020","Dept_92",1747,1747,925,925,1113,1113
"04/04/2020","Dept_92",1852,1852,953,953,1150,1150
"05/04/2020","Dept_92",1960,1960,982,982,1180,1180
"06/04/2020","Dept_92",2061,2061,1014,1014,1203,1203
"07/04/2020","Dept_92",2165,2165,1036,1036,1228,1228
"08/04/2020","Dept_92",2264,2264,1055,1055,1253,1253
"09/04/2020","Dept_92",2363,2363,1079,1079,1276,1276
"10/04/2020","Dept_92",2451,2451,1111,1111,1306,1306
"11/04/2020","Dept_92",2548,2548,1132,1132,1335,1335
"12/04/2020","Dept_92",2628,2628,1158,1158,1361,1361
"13/04/2020","Dept_92",2708,2708,1179,1179,1388,1388
"14/04/2020","Dept_92",2779,2779,1206,1206,1414,1414
"15/04/2020","Dept_92",2845,2845,1236,1236,1440,1440
"16/04/2020","Dept_92",2896,2896,1271,1271,1472,1472
"17/04/2020","Dept_92",2973,2973,1308,1308,1501,1501
"18/04/2020","Dept_92",3036,3036,1344,1344,1530,1530
"19/04/2020","Dept_92",3092,3092,1382,1382,1568,1568
"20/04/2020","Dept_92",3147,3147,1410,1410,1603,1603
"21/04/2020","Dept_92",3194,3194,1425,1425,1633,1633
"22/04/2020","Dept_92",3235,3235,1446,1446,1662,1662
"23/04/2020","Dept_92",3280,3280,1483,1483,1695,1695
"24/04/2020","Dept_92",3325,3325,1507,1507,1711,1711
"25/04/2020","Dept_92",3366,3366,1528,1528,1736,1736
"26/04/2020","Dept_92",3399,3399,1559,1559,1754,1754
"27/04/2020","Dept_92",3426,3426,1583,1583,1771,1771
"01/03/2020","Dept_93",20,20,24,24,26,26
"02/03/2020","Dept_93",40,40,44,44,52,53
"03/03/2020","Dept_93",62,62,67,67,80,81
"04/03/2020","Dept_93",83,83,90,90,108,109
"05/03/2020","Dept_93",115,115,107,107,133,134
"06/03/2020","Dept_93",136,136,132,132,156,157
"07/03/2020","Dept_93",155,155,152,152,182,183
"08/03/2020","Dept_93",174,174,177,177,205,206
"09/03/2020","Dept_93",193,193,195,195,230,232
"10/03/2020","Dept_93",220,220,209,209,249,251
"11/03/2020","Dept_93",233,233,236,236,274,276
"12/03/2020","Dept_93",260,260,262,262,300,302
"13/03/2020","Dept_93",277,277,289,289,327,329
"14/03/2020","Dept_93",296,296,312,312,354,356
"15/03/2020","Dept_93",315,315,335,335,379,381
"16/03/2020","Dept_93",344,344,359,359,403,405
"17/03/2020","Dept_93",386,386,375,375,425,427
"18/03/2020","Dept_93",418,418,407,407,447,450
"19/03/2020","Dept_93",449,449,435,435,472,475
"20/03/2020","Dept_93",484,485,457,457,496,499
"21/03/2020","Dept_93",514,515,484,484,518,521
"22/03/2020","Dept_93",548,549,507,507,543,546
"23/03/2020","Dept_93",606,607,535,535,572,575
"24/03/2020","Dept_93",649,650,550,551,595,598
"25/03/2020","Dept_93",694,695,561,562,614,617
"26/03/2020","Dept_93",761,762,579,580,645,648
"27/03/2020","Dept_93",837,838,601,602,664,667
"28/03/2020","Dept_93",898,899,613,614,690,693
"29/03/2020","Dept_93",962,963,622,623,708,711
"30/03/2020","Dept_93",1066,1067,642,643,726,729
"31/03/2020","Dept_93",1147,1148,668,669,751,754
"01/04/2020","Dept_93",1231,1232,693,694,766,769
